gr;"EDMA code";"GR code";Αγγλική Ονομασία;Συντομογραφία;Ελληνική Ονομασία;’λλη Ονομασία;Σχόλια;Ταυτίζεται με;Επείγουσα;Κατηγορία (1,2,3)
15;15.02.05.04;15.02.05.04.001;HEV Antibody (Total);;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ Ε;;;;;3
15;15.02.05.05;15.02.05.05.001;HEV Antibody IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ Ε;;;;;3
15;15.02.05.06;15.02.05.06.001;HEV Antibody IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ Ε;;;;;3
15;15.02.05.07;15.02.05.07.001;HEV Antibody - Confirmatory;;ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΑΝΙΧΝΕΥΣΗΣ ΟΛΙΚΩΝ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ Ε;;;;;3
15;15.02.05.40;15.02.05.40.001;Hepatitis E Virus - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ Ε;;;;;3
15;15.02.07;15.02.07;Hepatitis G Virus;;ΙΟΣ ΗΠΑΤΙΤΙΔΑΣ G (HGV);;;;;s2
15;15.02.07.01;15.02.07.01.001;HGV Antigen;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ G;;;;;3
15;15.02.07.02;15.02.07.02.001;HGV Antigen - Confirmatory;;ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΑΝΙΧΝΕΥΣΗΣ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ G;;;;;3
15;15.02.07.04;15.02.07.04.001;HGV Antibody (Total);;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ G;;;;;3
15;15.02.07.05;15.02.07.05.001;HGV Antibody IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ G;;;;;3
15;15.02.07.06;15.02.07.06.001;HGV Antibody IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ G;;;;;3
15;15.02.07.40;15.02.07.40.001;Hepatitis G Virus - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ G;;;;;3
15;15.02.24;15.02.24;Hepatitis X Virus;;ΙΟΣ ΗΠΑΤΙΤΙΔΑΣ Χ (HXV);;;;;s2
15;15.02.24.01;15.02.24.01.001;HXV Antigen;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ X;;;;;3
15;15.02.24.02;15.02.24.02.001;HXV Antigen - Confirmatory;;ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΑΝΙΧΝΕΥΣΗΣ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ X;;;;;3
15;15.02.24.04;15.02.24.04.001;HXV Antibody (Total);;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ X;;;;;3
15;15.02.24.05;15.02.24.05.001;HXV Antibody IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ X;;;;;3
15;15.02.24.06;15.02.24.06.001;HXV Antibody IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ X;;;;;3
15;15.02.24.40; 15.02.24.40.001 ;Hepatitis X Virus - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΤΟΥ ΙΟΥ ΤΗΣ ΗΠΑΤΙΤΙΔΑΣ X;;;;;3
15;15.03;15.03;Retroviruses;;ΡΕΤΡΟΪΟΙ;;;;;s1
15;15.03.01;15.03.01;HIV 1;;ΙΟΣ HIV 1;;;;;s2
15;15.03.01.01;15.03.01.01.001;HIV 1 Antigen;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ  HΙV 1;;;;;3
15;15.03.01.02;15.03.01.02.001;HIV 1 Antigen - Confirmatory;;ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΑΝΙΧΝΕΥΣΗΣ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ HΙV 1 ;;;;;3
15;15.03.01.04;15.03.01.04.001;HIV 1 Antibody (Total);;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ HΙV 1;;;;;3
15;15.03.01.05;15.03.01.05.001;HIV 1 Antibody IgG;;AΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ HΙV 1;;;;;3
15;15.03.01.06;15.03.01.06.001;HIV 1 Antibody IgM;;AΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ HΙV 2;;;;;3
15;15.03.01.07;15.03.01.07.001;HIV 1 Antibody - Confirmatory;;ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΑΝΙΧΝΕΥΣΗΣ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ HΙV 1;;;;;3
15;15.03.01.40;15.03.01.40.001;HIV 1 - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΤΟΥ ΙΟΥ HIV 1;;;;;3
15;15.03.01.41;15.03.01.41.001;HIV 1 Genotyping - NA Reagents;;ΓΕΝΕΤΙΚΗ ΤΥΠΟΠΟΙΗΣΗ ΤΟΥ ΙΟΥ HΙV 1;;;;;3
15;15.03.02;15.03.02;HIV 2;;ΙΟΣ HIV 2;;;;;s2
15;15.03.02.01;15.03.02.01.001;HIV 2 Antigen;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ  HΙV 2;;;;;3
15;15.03.02.04;15.03.02.04.001;HIV 2 Antibody;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ  HΙV 2;;;;;3
15;15.03.02.07;15.03.02.07.001;HIV 2 Antibody - Confirmatory;;ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΑΝΙΧΝΕΥΣΗΣ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ HΙV 2;;;;;3
15;15.03.02.40;15.03.02.40.001;HIV 2 - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΤΟΥ ΙΟΥ HIV 2;;;;;3
15;15.03.02.41;15.03.02.41.001;HIV 2 Genotyping - NA Reagents;;ΓΕΝΕΤΙΚΗ ΤΥΠΟΠΟΙΗΣΗ ΤΟΥ ΙΟΥ HΙV 2;;;;;3
15;15.03.10;15.03.10;HIV P24;;ΑΝΤΙΓΟΝΟ P24 HIV;;;;;s2
15;15.03.10.01;15.03.10.01.001;HIV P24 Antigen;;ΑΝΙΧΝΕΥΣΗ ΤΟΥ ΑΝΤΙΓΟΝΟΥ P24 ΤΟΥ HΙV;;;;;3
15;15.03.10.04;15.03.10.04.001;HIV P24 Antibody;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΣΩΜΑΤΟΣ ΕΝΑΝΤΙ ΤΟΥ  ΑΝΤΙΓΟΝΟΥ P24 ΤΟΥ HΙV;;;;;3
15;15.03.20;15.03.20;HIV - Multiple ( 1 / 2 );;ΙΟΙ HIV 1/2;;;;;s2
15;15.03.20.01;15.03.20.01.001;HIV Multiple Antigen;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ ΗIV 1/2;;;;;2
15;15.03.20.04;15.03.20.04.001;HIV Multiple Antibody;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ  ΗIV 1/2;;;;;2
15;15.03.20.07;15.03.20.07.001;HIV Multiple Antibody - Confirmatory;;ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΑΝΙΧΝΕΥΣΗΣ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ ΗIV 1/2;;;;;2
15;15.03.20.09;15.03.20.09.001;HIV Multiple Ag/Ab Combi Test;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ/ΑΝΤΙΣΩΜΑΤΟΣ ΤΟΥ ΙΟΥ HIV 1/2;;;;;2
15;15.03.20.40;15.03.20.40.001;HIV Multiple - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΤΟΥ ΙΟΥ HIV 1/2;;;;;2
15;15.03.20.90;15.03.20.90.001;Viruses HBV, HCV, HIV Multiple  (NAT);;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΙΩΝ HBV, HCV, HIV ΤΑΥΤΟΧΡΟΝΑ (NAT);;ΕΞΕΤΑΣΗ ΓΙΑ ΤΟΝ ΕΛΕΓΧΟ ΤΩΝ ΑΙΜΟΔΟΤΩΝ;;;1
15;15.03.30;15.03.30;HTLV  I;;ΙΟΣ HTLV  I;;;;;s2
15;15.03.30.01;15.03.30.01.001;HTLV  I Antigen;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ  HTLV  I;;;;;3
15;15.03.30.04;15.03.30.04.001;HTLV  I Antibody;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ HTLV  I;;;;;3
15;15.03.30.07;15.03.30.07.001;HTLV I Antibody - Confirmatory;;ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΑΝΙΧΝΕΥΣΗΣ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ HTLV  I;;;;;3
15;15.03.30.40;15.03.30.40.001;HTLV I - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΤΟΥ ΙΟΥ HTLV  I;;;;;3
15;15.03.31;15.03.31;HTLV  II;;ΙΟΣ HTLV  II;;;;;s2
15;15.03.31.01;15.03.31.01.001;HTLV  II Antigen;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ  HTLV  IΙ;;;;;3
15;15.03.31.04;15.03.31.04.001;HTLV  II Antibody;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ HTLV  IΙ;;;;;3
15;15.03.31.07;15.03.31.07.001;HTLV II Antibody - Confirmatory;;ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΑΝΙΧΝΕΥΣΗΣ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ HTLV  IΙ;;;;;3
15;15.03.31.40;15.03.31.40.001;HTLV II - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΤΟΥ ΙΟΥ HTLV  IΙ;;;;;3
15;15.03.32;15.03.32;HTLV Multiple;;ΙΟΙ HTLV  Ι & II;;;;;s2
15;15.03.32.01;15.03.32.01.001;HTLV Multiple Antigen;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΙΟΥ  HTLV Ι &  IΙ;;;;;2
15;15.03.32.04;15.03.32.04.001;HTLV Multiple Antibody;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ ΙΟΥ HTLV  Ι & IΙ;;;;;2
15;15.03.32.07;15.03.32.07.001;HTLV Multiple Antibody - Confirmatory;;ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΑΝΙΧΝΕΥΣΗΣ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΤΟΥ  ΙΟΥ HTLV  Ι & IΙ;;;;;2
15;15.03.32.40;15.03.32.40.001;HTLV Multiple - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΤΟΥ ΙΟΥ HTLV  Ι & IΙ;;;;;2
15;15.04;15.04;Other Virology (Infect. Immunology);;ΑΛΛΟΙ ΙΟΙ;;;;;s1
15;15.04.01;15.04.01;Rubella Virus;;ΙΟΣ ΕΡΥΘΡΑΣ;;;;;s2
15;15.04.01.04;15.04.01.04.001;Rubella Virus Antibodies - Total;;ΑΝΕΧΝΕΥΣΗ ΟΛΙΚΩΝ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΙΟΥ ΕΡΥΘΡΑΣ;;;;;1
15;15.04.01.05;15.04.01.05.001;Rubella Virus IgG;;ΑΝΙΧΝΕΥΣΗ IgG ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΙΟΥ ΕΡΥΘΡΑΣ;;;;;1
15;15.04.01.06;15.04.01.06.001;Rubella Virus IgM;;ΑΝΙΧΝΕΥΣΗ IgM ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΙΟΥ ΕΡΥΘΡΑΣ;;;;;1
15;15.04.01.40;15.04.01.40.001;Rubella  - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΙΟΥ ΕΡΥΘΡΑΣ ΜΕ (REAL-TIME PCR);;;;;1
15;15.04.02;15.04.02;Cytomegalovirus;;ΚΥΤΤΑΡΟΜΕΓΑΛΟΙΟΣ (CMV);;;;;s2
15;15.04.02.01;15.04.02.01.001;CMV Antigen;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΚΥΤΤΑΡΟΜΕΓΑΛΟΙΟΥ (CMV) ;;;;;1
15;15.04.02.04;15.04.02.04.001;CMV Antibodies - Total;;ΑΝΙΧΝΕΥΣΗ ΟΛΙΚΩΝ ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΚΥΤΤΑΡΟΜΕΓΑΛΟΙΟΥ (CMV) ;;;;;1
15;15.04.02.05;15.04.02.05.001;CMV IgG;;ΑΝΙΧΝΕΥΣΗ IgG ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΚΥΤΤΑΡΟΜΕΓΑΛΟΙΟΥ (CMV) ;;;;;1
15;15.04.02.06;15.04.02.06.001;CMV IgM;;ΑΝΙΧΝΕΥΣΗ IgM ΑΝΤΙΣΩΜΑΤΩΝ ΕΝΑΝΤΙ ΚΥΤΤΑΡΟΜΕΓΑΛΟΙΟΥ (CMV) ;;;;;1
15;15.04.02.07;15.04.02.07.001;CMV IgG - Avidity;;ΚΥΤΤΑΡΟΜΕΓΑΛΟΙΟΣ (CMV) IgG ΣΥΝΑΦΕΙΑ;;;;;1
15;15.04.02.40;15.04.02.40.001;CMV  - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΚΥΤΤΑΡΟΜΕΓΑΛΟΙΟΥ (CMV)  ΜΕ (REAL-TIME PCR);;;17.06.06.05.001;;1
15;15.04.03;15.04.03;Herpes Simplex Virus;;ΙΟΣ ΑΠΛΟΥ ΕΡΠΗΤΑ (HSV);;;;;s2
15;15.04.03.01;15.04.03.01.001;HSV Antigen;;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΑΠΛΟΥ ΕΡΠΗΤΑ (HSV);;;;;
15;15.04.03.04;15.04.03.04.001;HSV 1+2 Antibodies - Total;;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ HSV 1+2;;;;;
15;15.04.03.05;15.04.03.05.001;HSV 1+2 IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ HSV 1+2;;;;;
15;15.04.03.06;15.04.03.06.001;HSV 1+2 IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ HSV 1+2;;;;;
15;15.04.03.07;15.04.03.07.001;HSV 1 Antibodies - Total;;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ HSV 1;;;;;
15;15.04.03.08;15.04.03.08.001;HSV 1 IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ HSV 1;;;;;
15;15.04.03.09;15.04.03.09.001;HSV 1 IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ HSV 1;;;;;
15;15.04.03.10;15.04.03.10.001;HSV 2 Antibodies - Total;;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ HSV 2;;;;;
15;15.04.03.11;15.04.03.11.001;HSV 2 IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ HSV 2;;;;;
15;15.04.03.12;15.04.03.12.001;HSV 2 IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ HSV 2;;;;;
15;15.04.03.40;15.04.03.40.001;HSV  - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ HSV;;;17.06.06.03.001;;
15;15.04.04;15.04.04;Epstein Barr Virus;;ΙΟΣ EPSTEIN BARR (EBV);;;;;s2
15;15.04.04.04;15.04.04.04.001;EBV Antibodies - Total;;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ EBV;;;;;
15;15.04.04.05;15.04.04.05.001;EBV IgG - Total ;;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ EBV;;;;;
15;15.04.04.06;15.04.04.06.001;EBV IgM - Total;;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ EBV;;;;;
15;15.04.04.07;15.04.04.07.001;EBV VCA IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ EBV-VCA;;;;;
15;15.04.04.08;15.04.04.08.001;EBV VCA IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ EBV-VCA;;;;;
15;15.04.04.09;15.04.04.09.001;EBV EBNA IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ EBV-EBNA;;;;;
15;15.04.04.10;15.04.04.10.001;EBV EA IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ EBV-EA (EARLY ANTIGEN);;;;;
15;15.04.04.11;15.04.04.11.001;EBV EA IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ EBV-EA (EARLY ANTIGEN);;;;;
15;15.04.04.12;15.04.04.12.001;EBV NA IgM antibodies;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ EBV-ΝA (NUCLEAR ANTIGEN);;;;;
15;15.04.04.13;15.04.04.13.001;EBV NA IgG (Nuclear antigen) antibodies;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ EBV-ΝA (NUCLEAR ANTIGEN);;;;;
15;15.04.04.40;15.04.04.40.001;EBV - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ EBV ;;;17.06.06.01.001;;
15;15.04.05;15.04.05;Measles Virus;;ΙΟΣ ΙΛΑΡΑΣ ;;;;;s2
15;15.04.05.04;15.04.05.04.001;Measles Virus Antibodies - Total;;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΙΟΥ ΙΛΑΡΑΣ;;;;;
15;15.04.05.05;15.04.05.05.001;Measles Virus IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ ΙΟΥ ΙΛΑΡΑΣ ;;;;;
15;15.04.05.06;15.04.05.06.001;Measles Virus IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ ΙΟΥ ΙΛΑΡΑΣ ;;;;;
15;15.04.05.40;15.04.05.40.001;Measles  - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΙΟΥ ΙΛΑΡΑΣ ;;;;;
15;15.04.06;15.04.06;Mumps / Parotitis Virus;;MUMPS/ ΙΟΣ ΠΑΡΩΤΙΤΙΔΟΣ;;;;;s2
15;15.04.06.04;15.04.06.04.001;Mumps / Parotitis Virus Antibodies - Total;;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΙΟΥ ΠΑΡΩΤΙΔΟΣ;;;;;
15;15.04.06.05;15.04.06.05.001;Mumps / Parotitis Virus IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ ΙΟΥ ΠΑΡΩΤΙΔΟΣ;;;;;
15;15.04.06.06;15.04.06.06.001;Mumps / Parotitis Virus IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ ΙΟΥ ΠΑΡΩΤΙΔΟΣ;;;;;
15;15.04.06.40;15.04.06.40.001;Mumps / Parotitis  - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΙΟΥ ΠΑΡΩΤΙΔΟΣ;;;;;
15;15.04.07;15.04.07;Varicella Zoster Virus;;ΙΟΣ ΑΝΕΜΟΒΛΟΓΙΑΣ (VZV);;;;;s2
15;15.04.07.04;15.04.07.04.001;Varicella Zoster Virus Antibodies - Total;;ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΙΟΥ VZV;;;;;
15;15.04.07.05;15.04.07.05.001;Varicella Zoster Virus IgG;;ΑΝΤΙΣΩΜΑΤΑ IgG ΕΝΑΝΤΙ ΙΟΥ VZV;;;;;
15;15.04.07.06;15.04.07.06.001;Varicella Zoster Virus IgM;;ΑΝΤΙΣΩΜΑΤΑ IgM ΕΝΑΝΤΙ ΙΟΥ VZV;;;;;
15;15.04.07.07;15.04.07.07.001;Varicella Zoster Virus IgA;;ΑΝΤΙΣΩΜΑΤΑ IgA ΕΝΑΝΤΙ ΙΟΥ VZV;;;;;
15;15.04.07.40;15.04.07.40.001;Varicella Zoster  - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΙΟΥ VZV (MULTIPLEX PCR);;;;;
15;15.04.40;15.04.40;Other Virology - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΑΛΛΩΝ ΙΩΝ;;;;;s2
15;15.04.40.01;15.04.40.01.001;Adenovirus - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΑΔΕΝΟ-ΙΩΝ;;;17.06.06.11.001;;
15;15.04.40.02;15.04.40.02.001;Enterovirus - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΕΝΤΕΡΟ-ΙΩΝ;;;17.06.06.12.001;;
15;15.04.40.03;15.04.40.03.001;Human Papilloma Virus - NA Reagents;HPV;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ  ΙΩΝ ΤΩΝ ΑΝΘΡΩΠΙΝΩΝ ΘΗΛΩΜΑΤΩΝ;;;17.06.06.02.001;;
15;15.04.40.04;15.04.40.04.001;Influenza & Para Influenza - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΙΩΝ INFLUENZA & PARAΙNFLUENZA;;;;;
15;15.04.40.05;15.04.40.05.001;Respiratory Syncytial Virus (RSV) - NA Reagents;RSV;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ  ΑΝΑΠΝΕΥΣΤΙΚΟΥ ΣΥΓΚΥΤΙΑΚΟΥ ΙΟΥ (RSV);;;17.06.06.06.001;;
15;15.04.40.06;15.04.40.06.001;Rotavirus - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ  ROTA-ΙΟΥ;;;17.06.06.07.001;;
15;15.04.40.09;15.04.40.09.001;Parvovirus B 19 - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ  PARVO B19-ΙΟΥ;;;17.06.06.08.001;;
15;15.04.40.11;15.04.40.11.001;Dengue Virus - NA Reagents;;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ  ΔΑΓΓΕΙΟΥ ΙΟΥ;;;;;
15;15.04.40.12;15.04.40.12.001;FSME Virus - NA Reagents;FSME;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ  FSME-ΙΟΥ;;;;;
